1.34164;-1.22474;-1.22474;-1.72000;-2.11498
1.34164;-1.22474;0.00000;-0.92295;-1.30045
1.34164;-1.22474;1.22474;-1.11208;-1.45560
1.34164;0.00000;-1.22474;0.31988;0.09589
1.34164;0.00000;0.00000;-0.41190;-0.91258
1.34164;0.00000;1.22474;0.93152;-0.33077
1.34164;1.22474;-1.22474;0.35172;0.44498
1.34164;1.22474;0.00000;1.45523;-0.21441
1.34164;1.22474;1.22474;2.13516;0.21225
0.44721;-1.22474;-1.22474;-0.61906;-1.06773
0.44721;-1.22474;0.00000;0.03079;-0.99015
0.44721;-1.22474;1.22474;-0.60061;-0.60228
0.44721;0.00000;-1.22474;-0.12249;-0.02047
0.44721;0.00000;0.00000;0.52289;-0.40834
0.44721;0.00000;1.22474;0.25162;-0.79622
0.44721;1.22474;-1.22474;-0.25490;0.83285
0.44721;1.22474;0.00000;1.23942;-0.36956
0.44721;1.22474;1.22474;1.66211;-0.09805
-0.44721;-1.22474;-1.22474;-1.62218;-0.60228
-0.44721;-1.22474;0.00000;-0.51668;-0.44713
-0.44721;-1.22474;1.22474;0.18670;-0.21441
-0.44721;0.00000;-1.22474;-1.30712;0.83285
-0.44721;0.00000;0.00000;0.39889;0.01832
-0.44721;0.00000;1.22474;0.78875;-0.60228
-0.44721;1.22474;-1.22474;-1.19092;1.60859
-0.44721;1.22474;0.00000;1.07809;1.45345
-0.44721;1.22474;1.22474;1.10568;0.17347
-1.34164;-1.22474;-1.22474;-1.55249;0.05710
-1.34164;-1.22474;0.00000;-0.41468;-0.33077
-1.34164;-1.22474;1.22474;-0.70792;-0.48592
-1.34164;0.00000;-1.22474;-1.48472;0.67770
-1.34164;0.00000;0.00000;0.49611;0.56134
-1.34164;0.00000;1.22474;0.55238;-0.13683
-1.34164;1.22474;-1.22474;-0.83477;2.73343
-1.34164;1.22474;0.00000;0.88362;2.15162
-1.34164;1.22474;1.22474;1.00491;1.64738
